StockCode,text,description,category,seasonality,gifting,perishability,price_tier,impulse,substitute_group
23202,Large reusable jumbo bag in vintage leaf design Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: jumbo_bag.,Large reusable jumbo bag in vintage leaf design,bags,none,low,durable,budget,high,jumbo_bag
85048,15cm Christmas glass ball with 20 internal lights Category: christmas_decor. Seasonality: christmas. Gifting: high. Price tier: premium. Impulse: medium. Substitute group: christmas_light.,15cm Christmas glass ball with 20 internal lights,christmas_decor,christmas,high,durable,premium,medium,christmas_light
21213,Pack of 72 skull design paper cake cases Category: baking. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_cases.,Pack of 72 skull design paper cake cases,baking,none,low,semi_durable,budget,high,cake_cases
22570,Felt craft rabbit cushion Category: home_decor. Seasonality: easter. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: cushion.,Felt craft rabbit cushion,home_decor,easter,medium,durable,mid,medium,cushion
23209,Insulated lunch bag in vintage doily design Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: lunch_bag.,Insulated lunch bag in vintage doily design,bags,none,low,durable,budget,high,lunch_bag
22424,Cream enamel bread bin Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: bread_bin.,Cream enamel bread bin,kitchenware,none,high,durable,premium,low,bread_bin
22356,Folding charlotte shopping bag in pink polka-dot print Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: charlotte_bag.,Folding charlotte shopping bag in pink polka-dot print,bags,none,low,durable,budget,high,charlotte_bag
22294,Small heart filigree dove hanging decoration Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: hanging_decoration.,Small heart filigree dove hanging decoration,home_decor,valentine,medium,durable,budget,high,hanging_decoration
22617,Children's baking set in Spaceboy design Category: baking. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: baking_set.,Children's baking set in Spaceboy design,baking,none,high,durable,mid,low,baking_set
21218,Red spotty biscuit storage tin Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: biscuit_tin.,Red spotty biscuit storage tin,kitchenware,none,medium,durable,mid,medium,biscuit_tin
22568,Felt craft owl cushion Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: cushion.,Felt craft owl cushion,home_decor,none,medium,durable,mid,medium,cushion
22569,Felt craft butterfly cushion Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: cushion.,Felt craft butterfly cushion,home_decor,none,medium,durable,mid,medium,cushion
23206,Insulated lunch bag in apple design Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: lunch_bag.,Insulated lunch bag in apple design,bags,none,low,durable,budget,high,lunch_bag
48116,Multicolour stripe coir doormat Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: doormat.,Multicolour stripe coir doormat,home_decor,none,medium,durable,mid,low,doormat
21559,Strawberry lunch box with cutlery for children Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: lunch_box.,Strawberry lunch box with cutlery for children,kitchenware,none,medium,durable,mid,high,lunch_box
20723,Folding charlotte shopping bag in strawberry print Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: charlotte_bag.,Folding charlotte shopping bag in strawberry print,bags,none,low,durable,budget,high,charlotte_bag
85150,Novelty metal sign reading Ladies and Gentlemen Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: metal_sign.,Novelty metal sign reading Ladies and Gentlemen,home_decor,none,medium,durable,budget,high,metal_sign
22900,Set of two I Love London tea towels Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: tea_towels.,Set of two I Love London tea towels,kitchenware,none,medium,durable,mid,medium,tea_towels
21216,"Set of three retrospot tea, coffee and sugar canisters Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: canister_set.","Set of three retrospot tea, coffee and sugar canisters",kitchenware,none,high,durable,mid,low,canister_set
22693,Grow-your-own flytrap or sunflower kit in a tin Category: garden. Seasonality: spring_summer. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: grow_kit.,Grow-your-own flytrap or sunflower kit in a tin,garden,spring_summer,medium,semi_durable,budget,high,grow_kit
22273,Felt craft Molly doll making kit Category: craft. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: felt_doll.,Felt craft Molly doll making kit,craft,none,medium,durable,mid,medium,felt_doll
21622,Vintage Union Jack cushion cover Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: cushion.,Vintage Union Jack cushion cover,home_decor,none,medium,durable,mid,low,cushion
22558,Pack of 24 retrospot clothes pegs Category: home_utility. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: clothes_pegs.,Pack of 24 retrospot clothes pegs,home_utility,none,low,durable,budget,medium,clothes_pegs
22381,Pink polka-dot children's toy tidy storage Category: home_storage. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: toy_tidy.,Pink polka-dot children's toy tidy storage,home_storage,none,medium,durable,mid,medium,toy_tidy
22413,Novelty metal sign reading Take It Or Leave It Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: metal_sign.,Novelty metal sign reading Take It Or Leave It,home_decor,none,medium,durable,mid,high,metal_sign
22169,White family album picture frame Category: home_decor. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: frame.,White family album picture frame,home_decor,none,high,durable,premium,low,frame
21174,Novelty metal sign reading Pottering In The Shed Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: metal_sign.,Novelty metal sign reading Pottering In The Shed,home_decor,none,medium,durable,budget,high,metal_sign
22952,Pack of 60 vintage Christmas paper cake cases Category: baking. Seasonality: christmas. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_cases.,Pack of 60 vintage Christmas paper cake cases,baking,christmas,low,semi_durable,budget,high,cake_cases
48129,Coir doormat with topiary design Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: doormat.,Coir doormat with topiary design,home_decor,none,medium,durable,mid,low,doormat
22561,Wooden school colouring set for children Category: craft. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: colouring_set.,Wooden school colouring set for children,craft,none,medium,semi_durable,budget,high,colouring_set
71053,White metal decorative lantern Category: home_decor. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: lantern.,White metal decorative lantern,home_decor,none,high,durable,mid,medium,lantern
84997A,Green three-piece children's mini polka-dot cutlery set Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: cutlery_set.,Green three-piece children's mini polka-dot cutlery set,kitchenware,none,medium,durable,mid,medium,cutlery_set
22633,Reusable hand warmer in Union Jack design Category: accessories. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: hand_warmer.,Reusable hand warmer in Union Jack design,accessories,none,medium,durable,budget,high,hand_warmer
84949,Silver hanging tealight holder Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: tlight_holder.,Silver hanging tealight holder,home_decor,none,medium,durable,budget,high,tlight_holder
21340,Classic metal birdcage-style plant holder Category: garden. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: plant_holder.,Classic metal birdcage-style plant holder,garden,none,high,durable,premium,low,plant_holder
21908,Novelty metal sign reading Chocolate This Way Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: metal_sign.,Novelty metal sign reading Chocolate This Way,home_decor,none,medium,durable,budget,high,metal_sign
22427,Cream enamel flower jug Category: home_decor. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: jug.,Cream enamel flower jug,home_decor,none,high,durable,mid,low,jug
22041,Picture frame sized for a 7-inch vinyl single Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: frame.,Picture frame sized for a 7-inch vinyl single,home_decor,none,medium,durable,budget,medium,frame
22061,Large cake stand with hanging strawberry decorations Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cake_stand.,Large cake stand with hanging strawberry decorations,kitchenware,none,high,durable,premium,low,cake_stand
22555,Tin of novelty plasters in strongman design Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: plasters_tin.,Tin of novelty plasters in strongman design,novelty,none,low,semi_durable,budget,high,plasters_tin
84947,Antique silver engraved tea glass Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: tea_glass.,Antique silver engraved tea glass,kitchenware,none,medium,durable,budget,high,tea_glass
21484,Chick grey hot water bottle Category: home_comfort. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: hot_water_bottle.,Chick grey hot water bottle,home_comfort,none,medium,durable,mid,medium,hot_water_bottle
21035,Set of two red retrospot tea towels Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: tea_towels.,Set of two red retrospot tea towels,kitchenware,none,medium,durable,mid,medium,tea_towels
21121,Set of ten red polka-dot party candles Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: party_candles.,Set of ten red polka-dot party candles,party,none,low,semi_durable,budget,high,party_candles
22847,Ivory diner-style bread bin Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: bread_bin.,Ivory diner-style bread bin,kitchenware,none,high,durable,premium,low,bread_bin
22837,Hot water bottle with Babushka design cover Category: home_comfort. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: hot_water_bottle.,Hot water bottle with Babushka design cover,home_comfort,none,high,durable,mid,medium,hot_water_bottle
84945,Multi colour silver tealight holder Category: home_decor. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tlight_holder.,Multi colour silver tealight holder,home_decor,none,low,durable,budget,high,tlight_holder
21430,Set of three red gingham rose storage boxes Category: home_storage. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: storage_boxes.,Set of three red gingham rose storage boxes,home_storage,none,medium,durable,mid,low,storage_boxes
22147,Felt craft butterfly hearts kit Category: craft. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: felt_craft.,Felt craft butterfly hearts kit,craft,none,low,semi_durable,budget,medium,felt_craft
22505,Memo board in cottage design Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: memo_board.,Memo board in cottage design,home_decor,none,medium,durable,mid,medium,memo_board
22560,Traditional modelling clay for children Category: craft. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: modelling_clay.,Traditional modelling clay for children,craft,none,low,semi_durable,budget,high,modelling_clay
21914,Blue toy harmonica in a presentation box Category: toys. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: toy_instrument.,Blue toy harmonica in a presentation box,toys,none,medium,durable,budget,high,toy_instrument
22654,Deluxe sewing kit Category: craft. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: sewing_kit.,Deluxe sewing kit,craft,none,high,durable,mid,low,sewing_kit
22352,Lunch box with cutlery in retrospot design Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: lunch_box.,Lunch box with cutlery in retrospot design,kitchenware,none,medium,durable,mid,high,lunch_box
22776,Sweetheart-style three-tier cakestand Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cake_stand.,Sweetheart-style three-tier cakestand,kitchenware,none,high,durable,premium,low,cake_stand
22297,Small ivory heart trellis decoration Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: hanging_heart.,Small ivory heart trellis decoration,home_decor,valentine,medium,durable,budget,high,hanging_heart
79323W,String of white cherry-shaped fairy lights Category: lighting. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: string_lights.,String of white cherry-shaped fairy lights,lighting,none,medium,durable,mid,medium,string_lights
22557,Tin of novelty plasters in vintage paisley design Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: plasters_tin.,Tin of novelty plasters in vintage paisley design,novelty,none,low,semi_durable,budget,high,plasters_tin
20718,Red retrospot reusable shopper bag Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: shopper_bag.,Red retrospot reusable shopper bag,bags,none,low,durable,budget,high,shopper_bag
21136,Assorted painted metal pear decorations Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: ornament.,Assorted painted metal pear decorations,home_decor,none,medium,durable,budget,high,ornament
47591D,Pink fairy cake children's apron Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: apron.,Pink fairy cake children's apron,kitchenware,none,medium,durable,budget,medium,apron
21889,Wooden box of dominoes game Category: toys. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: wooden_game.,Wooden box of dominoes game,toys,none,medium,durable,budget,high,wooden_game
84992,Pack of 72 sweetheart fairy cake paper cases Category: baking. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_cases.,Pack of 72 sweetheart fairy cake paper cases,baking,none,low,semi_durable,budget,high,cake_cases
21156,Retrospot children's apron Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: apron.,Retrospot children's apron,kitchenware,none,medium,durable,budget,medium,apron
84467,English rose design quilted throw blanket Category: home_textiles. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: throw.,English rose design quilted throw blanket,home_textiles,none,high,durable,premium,low,throw
22366,Coir doormat with airmail design Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: doormat.,Coir doormat with airmail design,home_decor,none,medium,durable,mid,low,doormat
84970L,Single heart zinc tealight holder Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: tlight_holder.,Single heart zinc tealight holder,home_decor,valentine,medium,durable,budget,high,tlight_holder
22652,Compact travel sewing kit Category: craft. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: sewing_kit.,Compact travel sewing kit,craft,none,medium,durable,budget,high,sewing_kit
35004C,Set of three coloured flying duck wall decorations Category: home_decor. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: flying_ducks.,Set of three coloured flying duck wall decorations,home_decor,none,high,durable,mid,low,flying_ducks
23240,Set of four knick-knack storage tins in doily design Category: home_storage. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: knick_knack_tins.,Set of four knick-knack storage tins in doily design,home_storage,none,medium,durable,mid,medium,knick_knack_tins
21533,Large retrospot ceramic milk jug Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: milk_jug.,Large retrospot ceramic milk jug,kitchenware,none,medium,durable,mid,low,milk_jug
21535,Small red retrospot ceramic milk jug Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: milk_jug.,Small red retrospot ceramic milk jug,kitchenware,none,medium,durable,mid,medium,milk_jug
21164,Novelty metal sign reading Home Sweet Home Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: metal_sign.,Novelty metal sign reading Home Sweet Home,home_decor,none,medium,durable,mid,high,metal_sign
72760B,Vintage cream three-basket tiered cake stand Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cake_stand.,Vintage cream three-basket tiered cake stand,kitchenware,none,high,durable,premium,low,cake_stand
22487,White wooden garden plant display ladder Category: garden. Seasonality: spring_summer. Gifting: medium. Price tier: premium. Impulse: low. Substitute group: plant_holder.,White wooden garden plant display ladder,garden,spring_summer,medium,durable,premium,low,plant_holder
22191,Ivory diner-style wall clock Category: home_decor. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: wall_clock.,Ivory diner-style wall clock,home_decor,none,high,durable,premium,low,wall_clock
22993,Set of four pantry-design jelly moulds Category: baking. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: jelly_moulds.,Set of four pantry-design jelly moulds,baking,none,medium,durable,budget,medium,jelly_moulds
84375,Set of 20 children's cookie cutters Category: baking. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: cookie_cutters.,Set of 20 children's cookie cutters,baking,none,medium,durable,budget,high,cookie_cutters
21155,Red retrospot clothes peg bag Category: home_utility. Seasonality: none. Gifting: low. Price tier: mid. Impulse: medium. Substitute group: peg_bag.,Red retrospot clothes peg bag,home_utility,none,low,durable,mid,medium,peg_bag
22296,Large ivory heart trellis decoration Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: hanging_heart.,Large ivory heart trellis decoration,home_decor,valentine,medium,durable,budget,high,hanging_heart
22662,Insulated lunch bag in Dolly Girl design Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: lunch_bag.,Insulated lunch bag in Dolly Girl design,bags,none,low,durable,budget,high,lunch_bag
23301,Gardener's kneeling pad with Keep Calm design Category: garden. Seasonality: spring_summer. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: kneeling_pad.,Gardener's kneeling pad with Keep Calm design,garden,spring_summer,medium,durable,budget,medium,kneeling_pad
22193,Red diner-style wall clock Category: home_decor. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: wall_clock.,Red diner-style wall clock,home_decor,none,high,durable,premium,low,wall_clock
22634,Children's breakfast set in Spaceboy design Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: breakfast_set.,Children's breakfast set in Spaceboy design,kitchenware,none,high,durable,premium,low,breakfast_set
22619,Set of six wooden soldier skittles game Category: toys. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: skittles.,Set of six wooden soldier skittles game,toys,none,high,durable,mid,low,skittles
22759,Set of three notebooks in a parcel Category: stationery. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: notebooks.,Set of three notebooks in a parcel,stationery,none,medium,semi_durable,budget,high,notebooks
22635,Children's breakfast set in Dolly Girl design Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: breakfast_set.,Children's breakfast set in Dolly Girl design,kitchenware,none,high,durable,premium,low,breakfast_set
21877,Home Sweet Home ceramic mug Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: mug.,Home Sweet Home ceramic mug,kitchenware,none,medium,durable,budget,high,mug
22367,Children's apron in Spaceboy design Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: apron.,Children's apron in Spaceboy design,kitchenware,none,medium,durable,budget,medium,apron
22940,Felt craft Christmas fairy decoration kit Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: felt_craft.,Felt craft Christmas fairy decoration kit,christmas_decor,christmas,medium,durable,mid,medium,felt_craft
22692,Coir doormat reading Welcome To Our Home Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: doormat.,Coir doormat reading Welcome To Our Home,home_decor,none,medium,durable,mid,low,doormat
22690,Blue Home Sweet Home coir doormat Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: doormat.,Blue Home Sweet Home coir doormat,home_decor,none,medium,durable,mid,low,doormat
22170,Wooden triple portrait picture frame Category: home_decor. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: frame.,Wooden triple portrait picture frame,home_decor,none,high,durable,mid,low,frame
22333,Retrospot party bag and sticker set Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: party_bag.,Retrospot party bag and sticker set,party,none,low,semi_durable,budget,high,party_bag
23313,Vintage Christmas fabric bunting Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: bunting.,Vintage Christmas fabric bunting,christmas_decor,christmas,medium,durable,mid,medium,bunting
22749,Felt craft Princess Charlotte doll Category: craft. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: felt_doll.,Felt craft Princess Charlotte doll,craft,none,medium,durable,mid,medium,felt_doll
22173,Metal four-hook hanger in French chateau style Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: hook_hanger.,Metal four-hook hanger in French chateau style,home_decor,none,medium,durable,mid,low,hook_hanger
22909,Set of 20 vintage Christmas paper napkins Category: christmas_decor. Seasonality: christmas. Gifting: low. Price tier: budget. Impulse: high. Substitute group: paper_napkins.,Set of 20 vintage Christmas paper napkins,christmas_decor,christmas,low,semi_durable,budget,high,paper_napkins
21891,Traditional wooden skipping rope Category: toys. Seasonality: spring_summer. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: skipping_rope.,Traditional wooden skipping rope,toys,spring_summer,medium,durable,budget,high,skipping_rope
21094,Set of six red spotty paper plates Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: paper_plates.,Set of six red spotty paper plates,party,none,low,semi_durable,budget,high,paper_plates
84378,Set of three heart-shaped cookie cutters Category: baking. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: cookie_cutters.,Set of three heart-shaped cookie cutters,baking,valentine,medium,durable,budget,high,cookie_cutters
22730,Ivory Bakelite-style retro alarm clock Category: home_decor. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: alarm_clock.,Ivory Bakelite-style retro alarm clock,home_decor,none,high,durable,mid,medium,alarm_clock
21844,Red retrospot ceramic mug Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: mug.,Red retrospot ceramic mug,kitchenware,none,medium,durable,budget,high,mug
22365,Coir doormat reading Respectable House Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: doormat.,Coir doormat reading Respectable House,home_decor,none,medium,durable,mid,low,doormat
22946,Cream wooden advent calendar with drawers Category: christmas_decor. Seasonality: christmas. Gifting: high. Price tier: premium. Impulse: low. Substitute group: advent_calendar.,Cream wooden advent calendar with drawers,christmas_decor,christmas,high,durable,premium,low,advent_calendar
85232B,Set of three Russian doll stacking tins Category: home_storage. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: stacking_tins.,Set of three Russian doll stacking tins,home_storage,none,high,durable,mid,medium,stacking_tins
82582,Novelty metal sign reading Area Patrolled Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: metal_sign.,Novelty metal sign reading Area Patrolled,home_decor,none,medium,durable,budget,high,metal_sign
21122,Set of ten pink polka-dot party candles Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: party_candles.,Set of ten pink polka-dot party candles,party,none,low,semi_durable,budget,high,party_candles
84050,Pink heart-shaped egg frying pan Category: kitchenware. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: frying_pan.,Pink heart-shaped egg frying pan,kitchenware,valentine,medium,durable,budget,high,frying_pan
21975,Pack of 60 dinosaur paper cake cases Category: baking. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_cases.,Pack of 60 dinosaur paper cake cases,baking,none,low,semi_durable,budget,high,cake_cases
21165,Novelty metal sign reading Beware Of The Cat Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: metal_sign.,Novelty metal sign reading Beware Of The Cat,home_decor,none,medium,durable,budget,high,metal_sign
35970,Zinc folkart sleigh bells Christmas decoration Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: christmas_decoration.,Zinc folkart sleigh bells Christmas decoration,christmas_decor,christmas,medium,durable,budget,high,christmas_decoration
22606,Wooden skittles garden game set Category: outdoor. Seasonality: spring_summer. Gifting: high. Price tier: premium. Impulse: low. Substitute group: garden_game.,Wooden skittles garden game set,outdoor,spring_summer,high,durable,premium,low,garden_game
21912,Vintage-style snakes and ladders board game Category: toys. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: board_game.,Vintage-style snakes and ladders board game,toys,none,medium,durable,mid,medium,board_game
22179,String of ten night owl lights Category: lighting. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: string_lights.,String of ten night owl lights,lighting,none,medium,durable,mid,medium,string_lights
17003,Brocade ring coin purse Category: accessories. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: purse.,Brocade ring coin purse,accessories,none,low,durable,budget,high,purse
22150,Set of three stripey felt craft mice Category: craft. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: felt_craft.,Set of three stripey felt craft mice,craft,none,low,durable,budget,medium,felt_craft
21770,Open/Closed shop metal sign Category: home_decor. Seasonality: none. Gifting: low. Price tier: mid. Impulse: medium. Substitute group: metal_sign.,Open/Closed shop metal sign,home_decor,none,low,durable,mid,medium,metal_sign
22485,Set of two wooden market crates for storage Category: home_storage. Seasonality: none. Gifting: medium. Price tier: premium. Impulse: low. Substitute group: crates.,Set of two wooden market crates for storage,home_storage,none,medium,durable,premium,low,crates
21380,Wooden Happy Birthday garland decoration Category: party. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: garland.,Wooden Happy Birthday garland decoration,party,none,medium,durable,mid,medium,garland
21259,Small Victorian-style sewing box Category: craft. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: sewing_box.,Small Victorian-style sewing box,craft,none,high,durable,mid,low,sewing_box
21672,White spot on red ceramic drawer knob Category: home_hardware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: drawer_knob.,White spot on red ceramic drawer knob,home_hardware,none,low,durable,budget,medium,drawer_knob
21257,Medium Victorian-style sewing box Category: craft. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: sewing_box.,Medium Victorian-style sewing box,craft,none,high,durable,mid,low,sewing_box
22804,Pink hanging heart candle holder Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: mid. Impulse: high. Substitute group: tlight_holder.,Pink hanging heart candle holder,home_decor,valentine,medium,durable,mid,high,tlight_holder
22295,Large heart filigree dove hanging decoration Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: hanging_decoration.,Large heart filigree dove hanging decoration,home_decor,valentine,medium,durable,budget,high,hanging_decoration
21169,Novelty metal sign reading You're Confusing Me Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: metal_sign.,Novelty metal sign reading You're Confusing Me,home_decor,none,medium,durable,budget,high,metal_sign
22627,Mint retro kitchen weighing scales Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: kitchen_scales.,Mint retro kitchen weighing scales,kitchenware,none,high,durable,premium,low,kitchen_scales
84380,Set of three butterfly cookie cutters Category: baking. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: cookie_cutters.,Set of three butterfly cookie cutters,baking,none,medium,durable,budget,high,cookie_cutters
