StockCode,real_description,median_price,total_qty,total_revenue,n_invoices,first_seen,last_seen
21174,POTTERING IN THE SHED METAL SIGN,2.08,9813,19864.32,1135,2009-12-01 11:45:00,2011-12-09 10:26:00
22952,60 CAKE CASES VINTAGE CHRISTMAS,0.55,33786,19812.43,1144,2010-09-17 15:04:00,2011-12-09 10:51:00
48129,DOORMAT TOPIARY,7.95,3150,19790.14,543,2009-12-01 11:51:00,2011-12-08 17:57:00
22561,WOODEN SCHOOL COLOURING SET,1.65,11778,19752.089999999997,904,2010-03-25 11:28:00,2011-12-09 11:34:00
71053,WHITE METAL LANTERN,3.75,4993,19718.61,727,2009-12-01 14:43:00,2011-12-09 10:26:00
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,3.75,5265,19704.57,589,2009-12-01 11:21:00,2011-12-09 10:03:00
22633,HAND WARMER UNION JACK,2.1,9544,19617.730000000003,858,2010-10-07 09:12:00,2011-12-09 10:20:00
84949,SILVER HANGING T-LIGHT HOLDER,1.65,12286,19568.46,693,2009-12-01 11:37:00,2011-12-08 14:14:00
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,12.75,1785,19541.46,419,2009-12-02 09:57:00,2011-12-07 12:55:00
21908,CHOCOLATE THIS WAY METAL SIGN,2.1,9865,19534.11,974,2009-12-01 11:37:00,2011-12-09 08:48:00
22427,ENAMEL FLOWER JUG CREAM,5.95,3247,19517.11,798,2010-05-14 15:14:00,2011-11-28 14:26:00
22041,"RECORD FRAME 7"" SINGLE SIZE",2.55,7861,19371.46,555,2009-12-01 07:45:00,2011-12-09 10:26:00
22061,LARGE CAKE STAND  HANGING STRAWBERY,9.95,2189,19300.47,520,2009-12-02 13:57:00,2011-12-09 12:49:00
22555,PLASTERS IN TIN STRONGMAN,1.65,11905,19277.969999999998,967,2010-03-25 12:12:00,2011-12-09 12:50:00
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,1.25,16199,19223.04,680,2009-12-02 09:57:00,2011-12-09 08:59:00
21484,CHICK GREY HOT WATER BOTTLE,3.45,4815,19113.15,864,2009-12-01 10:59:00,2011-12-09 10:23:00
21035,SET/2 RED RETROSPOT TEA TOWELS,3.25,6091,18988.37,929,2009-12-01 09:50:00,2011-12-09 10:03:00
21121,SET/10 RED POLKADOT PARTY CANDLES,1.25,15678,18979.33,873,2009-12-01 14:35:00,2011-12-09 12:19:00
22847,BREAD BIN DINER STYLE IVORY,16.95,1191,18890.09,482,2010-10-14 09:44:00,2011-12-08 14:38:00
22837,HOT WATER BOTTLE BABUSHKA,4.65,4015,18774.72,450,2010-10-06 16:17:00,2011-09-25 14:37:00
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,0.85,22662,18617.8,653,2009-12-04 09:27:00,2011-12-09 12:31:00
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,3.75,4751,18551.7,814,2009-12-01 09:46:00,2011-12-09 10:26:00
22147,FELTCRAFT BUTTERFLY HEARTS,1.45,13175,18425.55,1132,2009-12-01 12:13:00,2011-12-01 11:18:00
22505,MEMO BOARD COTTAGE DESIGN,4.95,3826,18357.68,744,2010-03-10 14:50:00,2011-12-09 11:59:00
22560,TRADITIONAL MODELLING CLAY,1.25,15226,18313.05,742,2010-03-25 12:41:00,2011-12-09 10:03:00
21914,BLUE HARMONICA IN BOX,1.25,13311,18198.1,963,2009-12-01 14:50:00,2011-12-09 12:16:00
22654,DELUXE SEWING KIT,5.95,2689,18177.57,597,2010-07-19 11:59:00,2011-12-09 10:26:00
22352,LUNCH BOX WITH CUTLERY RETROSPOT,2.55,7191,18115.87,1117,2009-12-01 09:28:00,2011-12-09 10:26:00
22776,SWEETHEART CAKESTAND 3 TIER,9.95,1763,18084.63,691,2010-10-17 11:20:00,2011-12-09 10:26:00
22297,HEART IVORY TRELLIS SMALL,1.25,13981,18064.1,969,2009-12-01 13:29:00,2011-12-08 10:53:00
79323W,WHITE CHERRY LIGHTS,6.75,3004,18048.72,349,2009-12-01 07:45:00,2010-09-16 09:07:00
22557,PLASTERS IN TIN VINTAGE PAISLEY,1.65,10620,17834.26,1126,2010-03-25 13:16:00,2011-12-09 10:26:00
20718,RED RETROSPOT SHOPPER BAG,1.25,13489,17740.0,1213,2009-12-01 11:50:00,2011-12-09 10:26:00
21136,PAINTED METAL PEARS ASSORTED,1.69,10652,17738.89,739,2009-12-01 11:45:00,2011-12-08 13:50:00
47591D,PINK FAIRY CAKE CHILDRENS APRON,1.95,9520,17698.87,1140,2009-12-01 11:21:00,2011-12-08 16:30:00
21889,WOODEN BOX OF DOMINOES,1.25,13231,17636.32,1123,2009-12-01 11:45:00,2011-12-09 10:03:00
84992,72 SWEETHEART FAIRY CAKE CASES,0.55,35438,17585.16,1460,2009-12-01 13:19:00,2011-12-08 15:31:00
21156,RETROSPOT CHILDRENS APRON,1.95,9399,17502.96,930,2009-12-01 13:16:00,2011-12-08 16:30:00
84467,ENGLISH ROSE DESIGN QUILTED THROW,25.49,816,17477.66,83,2009-12-06 12:10:00,2010-07-27 08:57:00
22366,DOORMAT AIRMAIL,7.95,2564,17445.64,568,2010-01-04 16:11:00,2011-12-08 17:57:00
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,0.95,17637,17431.989999999998,1080,2009-12-01 13:47:00,2011-12-09 08:59:00
22652,TRAVEL SEWING KIT,1.65,10163,17265.28,830,2010-07-18 12:20:00,2011-11-15 16:38:00
35004C,SET OF 3 COLOURED  FLYING DUCKS,5.45,3284,17049.030000000002,355,2009-12-02 09:47:00,2011-03-07 14:33:00
23240,SET OF 4 KNICK KNACK TINS DOILY,4.15,4186,17037.52,536,2011-06-07 13:10:00,2011-12-09 08:48:00
21533,RETRO SPOT LARGE MILK JUG,4.95,3421,16992.57,954,2009-12-01 11:50:00,2011-12-09 08:48:00
21535,RED RETROSPOT SMALL MILK JUG,2.55,6811,16926.25,1111,2009-12-01 11:50:00,2011-12-08 17:24:00
21164,HOME SWEET HOME METAL SIGN,2.95,6058,16865.4,721,2009-12-01 14:28:00,2011-12-08 14:39:00
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,9.95,1739,16794.94,494,2009-12-01 10:52:00,2011-12-09 08:48:00
22487,WHITE WOOD GARDEN PLANT LADDER,9.95,1647,16569.3,898,2010-03-05 16:02:00,2011-12-08 12:28:00
22191,IVORY DINER WALL CLOCK,8.5,2003,16522.05,620,2009-12-01 17:31:00,2011-12-08 18:03:00
22993,SET OF 4 PANTRY JELLY MOULDS,1.25,12672,16507.23,1073,2011-02-16 15:13:00,2011-12-09 12:19:00
84375,SET OF 20 KIDS COOKIE CUTTERS,2.1,7909,16504.32,796,2009-12-01 12:13:00,2011-12-09 10:26:00
21155,RED RETROSPOT PEG BAG,2.55,6734,16493.11,969,2009-12-01 13:41:00,2011-12-09 10:26:00
22296,HEART IVORY TRELLIS LARGE,1.65,9974,16456.859999999997,833,2009-12-01 09:06:00,2011-12-08 09:20:00
22662,LUNCH BAG DOLLY GIRL DESIGN,1.65,10069,16421.11,994,2010-07-19 12:22:00,2011-12-09 10:03:00
23301,GARDENERS KNEELING PAD KEEP CALM,1.65,8825,16357.05,913,2011-05-15 11:43:00,2011-12-09 11:26:00
22193,RED DINER WALL CLOCK,8.5,1938,16355.980000000001,617,2009-12-01 14:56:00,2011-12-09 10:26:00
22634,CHILDS BREAKFAST SET SPACEBOY,9.95,1726,16313.05,499,2010-05-20 09:27:00,2011-12-09 10:03:00
22619,SET OF 6 SOLDIER SKITTLES,3.75,4167,16261.07,708,2010-05-07 08:49:00,2011-12-09 10:26:00
22759,SET OF 3 NOTEBOOKS IN PARCEL,1.65,9541,16205.739999999998,795,2010-08-08 12:43:00,2011-11-30 11:08:00
22635,CHILDS BREAKFAST SET DOLLY GIRL,9.95,1693,16133.789999999999,485,2010-05-20 09:27:00,2011-12-07 14:43:00
21877,HOME SWEET HOME MUG,1.25,14187,16126.02,755,2009-12-01 14:40:00,2011-12-09 10:20:00
22367,CHILDRENS APRON SPACEBOY DESIGN,1.95,8170,16094.06,1156,2010-01-10 11:08:00,2011-12-09 12:50:00
22940,FELTCRAFT CHRISTMAS FAIRY,4.25,3672,16090.039999999999,586,2010-09-06 12:04:00,2011-12-09 10:03:00
22692,DOORMAT WELCOME TO OUR HOME,7.95,2141,16041.34,606,2010-06-28 13:53:00,2011-12-08 17:57:00
22690,DOORMAT HOME SWEET HOME BLUE,7.95,2543,15945.72,437,2010-06-28 13:53:00,2011-12-08 19:29:00
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6.75,2422,15908.66,575,2009-12-02 13:33:00,2011-12-09 10:03:00
22333,RETROSPOT PARTY BAG + STICKER SET,1.65,10172,15877.369999999999,697,2009-12-01 09:28:00,2011-12-07 12:48:00
23313,VINTAGE CHRISTMAS BUNTING,4.95,2997,15833.310000000001,401,2011-07-12 15:15:00,2011-12-09 12:19:00
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3.75,3876,15808.58,685,2010-09-08 10:54:00,2011-12-09 10:03:00
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2.95,5142,15783.7,997,2009-12-01 14:28:00,2011-12-09 10:26:00
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,0.85,17706,15779.529999999999,1086,2010-09-16 16:15:00,2011-12-09 11:34:00
21891,TRADITIONAL WOODEN SKIPPING ROPE,1.25,12282,15756.65,835,2009-12-01 12:55:00,2011-12-08 18:22:00
21094,SET/6 RED SPOTTY PAPER PLATES,0.85,20161,15723.97,984,2009-12-01 11:45:00,2011-12-08 09:20:00
84378,SET OF 3 HEART COOKIE CUTTERS,1.25,11784,15596.13,1248,2009-12-01 14:28:00,2011-12-09 10:03:00
22730,ALARM CLOCK BAKELIKE IVORY,3.75,3877,15567.79,746,2010-09-24 12:05:00,2011-12-09 12:50:00
21844,RED RETROSPOT MUG,2.95,5443,15556.67,494,2009-12-01 11:50:00,2011-12-06 14:30:00
22365,DOORMAT RESPECTABLE HOUSE,7.95,2357,15518.93,443,2010-01-04 16:11:00,2011-12-08 16:30:00
22946,WOODEN ADVENT CALENDAR CREAM,16.95,992,15485.22,275,2010-09-16 12:27:00,2011-12-08 14:39:00
85232B,SET/3 RUSSIAN DOLL STACKING TINS,4.95,3088,15466.18,539,2009-12-01 09:28:00,2011-02-11 13:53:00
82582,AREA PATROLLED METAL SIGN,2.1,7637,15461.77,796,2009-12-01 09:06:00,2011-12-09 10:03:00
21122,SET/10 PINK POLKADOT PARTY CANDLES,1.25,12741,15455.06,807,2009-12-01 11:51:00,2011-12-09 12:16:00
84050,PINK HEART SHAPE EGG FRYING PAN,1.65,10529,15443.92,715,2009-12-01 12:30:00,2011-11-01 10:30:00
21975,PACK OF 60 DINOSAUR CAKE CASES,0.55,31575,15381.95,1303,2009-12-01 13:43:00,2011-12-08 12:43:00
21165,BEWARE OF THE CAT METAL SIGN,1.69,9450,15359.8,966,2009-12-01 14:28:00,2011-12-07 10:35:00
35970,ZINC FOLKART SLEIGH BELLS,1.69,8447,15257.26,692,2010-03-19 13:41:00,2011-12-09 10:26:00
22606,WOODEN SKITTLES GARDEN SET,15.95,1077,15009.539999999999,374,2010-04-08 19:40:00,2011-12-08 18:42:00
21912,VINTAGE SNAKES & LADDERS,3.75,3800,14968.49,828,2009-12-01 09:08:00,2011-12-09 10:26:00
22179,SET 10 LIGHTS NIGHT OWL,6.75,2094,14960.5,566,2009-12-01 10:46:00,2011-12-09 10:26:00
17003,BROCADE RING PURSE,0.29,71430,14959.19,456,2009-12-01 16:17:00,2011-12-08 16:30:00
22150,3 STRIPEY MICE FELTCRAFT,1.95,7969,14841.4,938,2009-12-01 12:13:00,2011-12-09 10:03:00
21770,OPEN CLOSED METAL SIGN,4.95,2996,14832.050000000001,651,2009-12-01 12:33:00,2011-12-08 17:37:00
22485,SET OF 2 WOODEN MARKET CRATES,12.75,1109,14779.84,419,2010-03-05 11:31:00,2011-12-09 09:08:00
21380,WOODEN HAPPY BIRTHDAY GARLAND,2.95,5057,14672.980000000001,651,2009-12-03 11:51:00,2011-12-02 10:22:00
21259,VICTORIAN SEWING BOX SMALL,5.95,2413,14564.08,655,2009-12-01 14:28:00,2011-12-09 10:03:00
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1.25,11210,14529.81,815,2009-12-01 10:49:00,2011-12-09 10:23:00
21257,VICTORIAN SEWING BOX MEDIUM,7.95,1596,14505.73,532,2009-12-01 14:19:00,2011-12-09 12:09:00
22804,CANDLEHOLDER PINK HANGING HEART,2.95,5393,14461.28,670,2010-09-23 11:21:00,2011-12-08 10:59:00
22295,HEART FILIGREE DOVE LARGE,1.65,8740,14426.649999999998,706,2009-12-01 09:06:00,2011-12-08 12:57:00
21169,YOU'RE CONFUSING ME METAL SIGN,1.69,8941,14426.42,772,2009-12-08 15:49:00,2011-12-09 12:00:00
22627,MINT KITCHEN SCALES,8.5,1642,14424.68,653,2010-05-04 10:02:00,2011-12-09 12:08:00
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1.25,10540,14338.18,1114,2009-12-01 14:28:00,2011-12-09 11:34:00
20748,KENSINGTON COFFEE SET,12.75,1604,14317.980000000001,183,2009-12-01 11:51:00,2011-11-28 13:06:00
22444,GROW YOUR OWN PLANT IN A CAN,1.25,10419,14233.65,453,2010-03-23 11:41:00,2011-05-19 10:47:00
22271,FELTCRAFT DOLL ROSIE,2.95,4966,14218.250000000002,787,2009-12-01 09:08:00,2011-11-25 08:55:00
22109,FULL ENGLISH BREAKFAST PLATE,3.75,3436,14216.43,642,2009-12-01 09:06:00,2011-12-09 10:03:00
21098,CHRISTMAS TOILET ROLL,1.25,9038,14212.960000000001,596,2009-12-01 12:55:00,2011-12-09 10:03:00
23200,JUMBO BAG PEARS,2.08,7071,14197.28,595,2011-05-06 15:40:00,2011-12-09 10:03:00
21888,BINGO SET,3.75,3586,14171.59,825,2009-12-01 09:46:00,2011-12-05 11:58:00
22236,CAKE STAND 3 TIER MAGIC GARDEN,12.75,1141,14122.419999999998,421,2009-12-10 10:17:00,2011-11-23 16:34:00
21669,BLUE STRIPE CERAMIC DRAWER KNOB,1.25,10763,14092.17,805,2009-12-01 10:49:00,2011-12-09 11:34:00
22667,RECIPE BOX RETROSPOT,2.95,5013,14081.95,848,2010-07-09 17:17:00,2011-12-09 08:48:00
35400,WOODEN BOX ADVENT CALENDAR,8.95,1443,14070.699999999999,419,2009-12-01 09:08:00,2011-11-23 14:35:00
21668,RED STRIPE CERAMIC DRAWER KNOB,1.25,10464,14053.289999999999,825,2009-12-01 10:49:00,2011-12-09 11:34:00
23343,JUMBO BAG VINTAGE CHRISTMAS,2.08,6081,13978.95,476,2011-06-13 11:33:00,2011-12-09 12:19:00
21871,SAVE THE PLANET MUG,1.25,11698,13955.91,779,2009-12-01 07:45:00,2011-12-09 10:20:00
22621,TRADITIONAL KNITTING NANCY,1.65,8775,13863.409999999998,875,2010-05-06 18:01:00,2011-12-09 12:09:00
21539,RED RETROSPOT BUTTER DISH,4.95,2784,13853.59,709,2009-12-01 11:50:00,2011-11-01 14:54:00
22636,CHILDS BREAKFAST SET CIRCUS PARADE,8.5,1664,13821.23,489,2010-05-20 11:19:00,2011-12-08 15:03:00
79323P,PINK CHERRY LIGHTS,6.75,2281,13787.93,265,2009-12-01 07:45:00,2011-01-11 13:54:00
22846,BREAD BIN DINER STYLE RED,16.95,856,13767.32,346,2010-10-14 13:38:00,2011-12-08 10:33:00
22207,FRYING PAN UNION FLAG,4.25,3187,13724.41,480,2009-12-01 12:14:00,2011-12-09 10:26:00
23077,DOUGHNUT LIP GLOSS,1.25,10415,13720.77,344,2011-03-24 08:44:00,2011-12-09 11:59:00
47556B,TEA TIME TEA TOWELS,2.95,5202,13693.970000000001,449,2009-12-01 16:30:00,2011-04-18 13:20:00
21390,FILIGRIS HEART WITH BUTTERFLY,1.25,11025,13662.97,588,2009-12-02 13:57:00,2011-12-08 09:20:00
22198,LARGE POPCORN HOLDER,1.65,7807,13603.929999999998,646,2009-12-01 14:28:00,2011-02-21 11:35:00
22838,3 TIER CAKE TIN RED AND CREAM,14.95,940,13579.16,271,2010-10-14 12:49:00,2011-12-09 10:26:00
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1.25,10276,13568.06,763,2009-12-01 10:49:00,2011-12-09 11:34:00
22553,PLASTERS IN TIN SKULLS,1.65,8084,13529.259999999998,1090,2010-03-25 13:16:00,2011-12-09 10:26:00
23356,LOVE HOT WATER BOTTLE,5.95,2386,13494.970000000001,476,2011-08-22 12:52:00,2011-12-09 12:31:00
22584,PACK OF 6 PANNETONE GIFT BOXES,2.55,5291,13478.789999999999,589,2010-03-10 12:51:00,2011-12-08 16:22:00
22580,ADVENT CALENDAR GINGHAM SACK,5.95,2362,13420.52,495,2010-07-20 14:22:00,2011-12-09 10:03:00
23207,LUNCH BAG ALPHABET DESIGN,1.65,7851,13360.2,740,2011-04-11 16:47:00,2011-12-09 10:23:00
21935,SUKI  SHOULDER BAG,1.65,7209,13353.81,921,2009-12-01 14:28:00,2011-12-09 10:26:00
21704,BAG 250g SWIRLY MARBLES,0.85,17304,13347.599999999999,568,2009-12-01 14:28:00,2011-12-09 10:03:00
20676,RED RETROSPOT BOWL,1.25,10674,13346.66,966,2009-12-01 11:45:00,2011-12-08 15:31:00
23108,SET OF 10 LED DOLLY LIGHTS,6.25,2221,13303.019999999999,372,2011-05-11 10:18:00,2011-12-08 14:39:00
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,3.75,2845,13284.49,405,2011-08-08 15:42:00,2011-12-09 12:31:00
22464,HANGING METAL HEART LANTERN,1.65,8012,13277.22,784,2010-03-04 14:50:00,2011-12-09 11:56:00
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1.45,9309,13232.41,880,2010-05-14 15:41:00,2011-12-09 11:20:00
15044A,PINK PAPER PARASOL,2.95,4970,13228.550000000001,250,2009-12-07 11:46:00,2011-12-05 17:17:00
22766,PHOTO FRAME CORNICE,2.95,4475,13209.49,640,2010-10-10 12:45:00,2011-12-08 15:54:00
75049L,LARGE CIRCULAR MIRROR MOBILE,1.25,13993,13186.31,344,2009-12-02 11:24:00,2011-12-07 15:07:00
21906,PHARMACIE FIRST AID TIN,6.75,1819,13184.050000000001,424,2009-12-06 16:07:00,2011-12-09 10:03:00
22655,VINTAGE RED KITCHEN CABINET,125.0,77,13140.0,53,2010-07-12 10:43:00,2011-11-01 15:06:00
22947,WOODEN ADVENT CALENDAR RED,16.63,1026,13111.85,209,2010-09-16 12:27:00,2011-11-30 15:33:00
22088,PAPER BUNTING COLOURED LACE,2.95,4409,13109.34,619,2009-12-01 13:31:00,2011-07-06 10:41:00
84988,SET OF 72 PINK HEART PAPER DOILIES,1.45,8404,13075.15,1019,2009-12-01 09:57:00,2011-12-08 10:53:00
22144,CHRISTMAS CRAFT LITTLE FRIENDS,2.1,5382,13024.09,704,2009-12-01 14:28:00,2011-12-09 12:20:00
22834,HAND WARMER BABUSHKA DESIGN,2.1,7676,12923.25,597,2010-09-12 14:34:00,2011-12-09 11:59:00
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,4.95,2607,12813.52,356,2010-10-21 10:47:00,2011-12-09 10:23:00
22616,PACK OF 12 LONDON TISSUES,0.29,40163,12764.06,825,2010-05-06 11:50:00,2011-12-09 10:03:00
22303,COFFEE MUG APPLES DESIGN,2.55,5452,12734.78,540,2009-12-01 11:45:00,2011-12-09 10:26:00
22623,BOX OF VINTAGE JIGSAW BLOCKS,4.95,2357,12687.380000000001,541,2010-05-06 20:01:00,2011-12-07 13:35:00
22082,RIBBON REEL STRIPES DESIGN,1.65,7535,12682.97,957,2009-12-01 11:41:00,2011-12-07 14:12:00
22301,COFFEE MUG CAT + BIRD DESIGN,2.55,5152,12522.06,643,2009-12-01 10:59:00,2011-12-09 10:26:00
15056P,EDWARDIAN PARASOL PINK,5.95,2529,12497.32,344,2009-12-01 16:17:00,2011-12-08 13:50:00
21671,RED SPOT CERAMIC DRAWER KNOB,1.25,9590,12474.38,727,2009-12-01 10:06:00,2011-12-09 10:23:00
62018,SOMBRERO,1.95,9570,12456.7,127,2009-12-02 15:51:00,2011-12-06 16:33:00
22631,CIRCUS PARADE LUNCH BOX,1.95,6334,12381.66,663,2010-03-14 12:18:00,2011-12-09 12:50:00
23174,REGENCY SUGAR BOWL GREEN,4.15,3057,12350.73,322,2011-05-10 10:34:00,2011-12-08 09:28:00
22791,T-LIGHT GLASS FLUTED ANTIQUE,1.25,9946,12336.710000000001,434,2010-10-22 11:41:00,2011-12-09 08:59:00
20969,RED FLORAL FELTCRAFT SHOULDER BAG,3.75,3294,12315.1,613,2009-12-01 12:14:00,2011-12-08 16:30:00
22192,BLUE DINER WALL CLOCK,8.5,1446,12291.76,543,2009-12-01 17:31:00,2011-12-08 18:03:00
21670,BLUE SPOT CERAMIC DRAWER KNOB,1.25,8997,12287.34,767,2009-12-01 10:49:00,2011-12-09 11:34:00
22729,ALARM CLOCK BAKELIKE ORANGE,3.75,3098,12272.63,612,2010-09-24 10:29:00,2011-12-04 14:51:00
20975,12 PENCILS SMALL TUBE RED RETROSPOT,0.65,18685,12266.78,902,2009-12-01 12:13:00,2011-12-08 13:50:00
21124,SET/10 BLUE SPOTTY PARTY CANDLES,1.25,10093,12254.050000000001,629,2009-12-01 11:51:00,2011-12-09 12:16:00
85042,ANTIQUE LILY FAIRY LIGHTS,4.95,2686,12239.51,292,2009-12-01 10:52:00,2010-11-16 12:50:00
22750,FELTCRAFT PRINCESS LOLA DOLL,3.75,3237,12121.47,647,2010-09-06 12:04:00,2011-12-08 15:36:00
21937,STRAWBERRY   PICNIC BAG,2.95,4123,12118.51,657,2009-12-02 13:20:00,2011-12-04 12:32:00
21154,RED RETROSPOT OVEN GLOVE,1.25,8402,12107.72,903,2009-12-01 14:28:00,2011-12-09 10:03:00
22968,ROSE COTTAGE KEEPSAKE BOX,9.95,1199,12002.01,306,2010-10-29 10:28:00,2011-12-08 16:30:00
21787,RAIN PONCHO RETROSPOT,0.85,15192,11993.16,469,2010-03-25 14:22:00,2011-12-09 10:03:00
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,4.25,2939,11992.93,465,2009-12-01 09:46:00,2011-12-06 14:35:00
21242,RED RETROSPOT PLATE,1.69,7123,11984.47,657,2009-12-01 11:50:00,2011-12-09 10:23:00
21326,AGED GLASS SILVER T-LIGHT HOLDER,0.65,18356,11972.480000000001,643,2009-12-01 11:37:00,2011-12-09 11:56:00
84212,"ASSORTED FLOWER COLOUR ""LEIS""",0.65,24801,11966.04,277,2009-12-06 11:58:00,2011-12-06 15:43:00
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1.65,7738,11960.96,388,2009-12-13 12:36:00,2011-11-30 11:31:00
22637,PIGGY BANK RETROSPOT,2.55,4624,11915.48,598,2010-05-20 10:42:00,2011-11-27 11:22:00
84987,SET OF 36 TEATIME PAPER DOILIES,1.45,8154,11896.699999999999,812,2009-12-01 16:34:00,2011-12-05 14:40:00
47567B,TEA TIME KITCHEN APRON,5.95,2199,11886.390000000001,348,2009-12-10 16:21:00,2011-12-05 17:28:00
22488,NATURAL SLATE RECTANGLE CHALKBOARD,1.65,6954,11879.169999999998,808,2010-03-05 11:31:00,2011-12-09 10:26:00
22468,BABUSHKA LIGHTS STRING OF 10,6.75,1778,11853.380000000001,413,2010-03-08 12:44:00,2011-12-08 10:53:00
22844,VINTAGE CREAM DOG FOOD CONTAINER,8.5,1252,11831.22,498,2010-10-17 13:40:00,2011-12-09 10:26:00
21260,FIRST AID TIN,3.25,3591,11821.18,534,2009-12-01 13:31:00,2011-12-08 13:50:00
23300,GARDENERS KNEELING PAD CUP OF TEA,1.65,6827,11815.689999999999,758,2011-05-15 11:43:00,2011-12-09 10:26:00
22508,DOORSTOP RETROSPOT HEART,3.75,2933,11787.79,697,2010-03-11 10:26:00,2011-12-08 16:30:00
21429,RED GINGHAM ROSE JEWELLERY BOX,1.65,6593,11785.98,997,2009-12-01 11:51:00,2011-12-08 16:30:00
22649,STRAWBERRY FAIRY CAKE TEAPOT,4.95,2340,11772.37,486,2010-05-14 15:41:00,2011-12-05 11:58:00
22151,PLACE SETTING WHITE HEART,0.42,27897,11754.85,716,2009-12-01 13:07:00,2011-12-09 10:10:00
22988,SOLDIERS EGG CUP,1.25,9748,11753.720000000001,446,2010-11-23 12:57:00,2011-12-09 10:03:00
22795,SWEETHEART RECIPE BOOK STAND,6.75,1666,11731.06,498,2010-10-17 10:42:00,2011-12-09 10:26:00
22740,POLKADOT PEN,0.85,13676,11711.49,300,2010-09-30 13:57:00,2011-09-26 13:57:00
37370,RETRO COFFEE MUGS ASSORTED,1.25,7504,11582.36,492,2009-12-01 09:08:00,2011-11-22 12:24:00
22694,WICKER STAR,2.1,5136,11576.1,858,2010-07-29 11:23:00,2011-12-09 11:34:00
22663,JUMBO BAG DOLLY GIRL DESIGN,2.08,5793,11531.86,688,2010-07-19 12:22:00,2011-12-09 10:26:00
21735,TWO DOOR CURIO CABINET,12.75,887,11503.15,262,2009-12-01 14:14:00,2011-09-16 13:53:00
21172,PARTY METAL SIGN,1.45,7759,11492.22,971,2009-12-01 11:41:00,2011-12-09 10:03:00
22768,FAMILY PHOTO FRAME CORNICE,9.95,1197,11484.06,354,2010-10-10 12:45:00,2011-12-09 10:03:00
22950,36 DOILIES VINTAGE CHRISTMAS,1.45,8334,11454.09,352,2010-09-19 13:02:00,2011-11-07 11:33:00
21868,POTTING SHED TEA MUG,1.25,9255,11408.72,881,2009-12-01 11:45:00,2011-12-05 17:17:00
47599A,PINK PARTY BAGS,2.1,6046,11348.58,369,2009-12-04 10:57:00,2011-12-02 16:04:00
22620,4 TRADITIONAL SPINNING TOPS,1.45,8361,11343.55,841,2010-05-09 16:10:00,2011-12-09 10:03:00
21922,UNION STRIPE WITH FRINGE  HAMMOCK,7.95,1452,11297.82,388,2010-04-11 10:16:00,2011-12-08 09:28:00
22130,PARTY CONE CHRISTMAS DECORATION,0.85,9972,11290.019999999999,424,2009-12-01 09:08:00,2011-12-08 19:57:00
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2.1,5821,11271.04,499,2009-12-03 10:17:00,2011-12-07 13:53:00
22417,PACK OF 60 SPACEBOY CAKE CASES,0.55,21641,11258.890000000001,1103,2010-01-31 15:47:00,2011-12-08 12:43:00
21833,CAMOUFLAGE LED TORCH,1.69,6563,11218.49,444,2009-12-01 11:45:00,2011-12-09 10:03:00
22812,PACK 3 BOXES CHRISTMAS PANNETONE,1.95,5057,11181.279999999999,462,2010-09-15 13:36:00,2011-12-05 16:04:00
23170,REGENCY TEA PLATE ROSES,1.65,6869,11117.05,445,2011-05-10 10:34:00,2011-12-09 10:26:00
20828,GLITTER BUTTERFLY CLIPS,2.55,4481,11095.91,607,2009-12-01 11:41:00,2011-12-08 09:28:00
21907,I'M ON HOLIDAY METAL SIGN,2.1,5264,11068.43,771,2010-01-29 11:59:00,2011-12-07 15:56:00
22174,PHOTO CUBE,1.65,5449,11036.3,557,2009-12-01 12:13:00,2011-12-09 10:26:00
21498,RED RETROSPOT WRAP,0.42,27201,11031.42,802,2009-12-01 11:50:00,2011-12-08 15:03:00
22904,CALENDAR PAPER CUT DESIGN,2.95,3532,11003.04,463,2010-09-19 14:51:00,2011-11-17 12:43:00
21749,LARGE RED RETROSPOT WINDMILL,2.1,5661,10997.820000000002,286,2009-12-09 09:42:00,2011-11-29 16:33:00
21558,SKULL LUNCH BOX WITH CUTLERY,2.55,4261,10988.52,768,2009-12-01 12:32:00,2011-12-09 10:26:00
